"";"name";"no_overlap";"components";"order";"max_Ct";"min_Ct";"max_diam";"min_diam";"max_between"
"568";"Arremon taciturnus";0,51;1;578;0,51;0,51;16;16;7857,2
"569";"Arremon taciturnus";0,53;1;553;0,53;0,53;17;17;8409,7
"570";"Arremon taciturnus";0,55;1;537;0,55;0,55;18;18;5162,1
"571";"Arremon taciturnus";0,57;1;509;0,57;0,57;17;17;507
"572";"Arremon taciturnus";NA;2;22;0,59;0,59;9;9;20
"573";"Arundinicola leucocephala";0,23;1;877;0,23;0,23;11;11;488,5
"574";"Arundinicola leucocephala";0,25;1;867;0,25;0,25;12;12;443
"575";"Arundinicola leucocephala";0,27;1;853;0,27;0,27;12;12;500,5
"576";"Arundinicola leucocephala";0,29;1;839;0,29;0,29;11;11;439,5
"577";"Arundinicola leucocephala";0,31;1;806;0,31;0,31;11;11;451,7
"578";"Arundinicola leucocephala";0,33;1;796;0,33;0,33;13;13;729,1
"579";"Arundinicola leucocephala";0,35;1;783;0,35;0,35;13;13;86,3
"580";"Arundinicola leucocephala";0,37;1;769;0,37;0,37;16;16;127,7
"581";"Arundinicola leucocephala";0,39;1;751;0,39;0,39;16;16;234,5
"582";"Arundinicola leucocephala";0,41;1;723;0,41;0,41;15;15;203,9
"583";"Arundinicola leucocephala";0,43;1;689;0,43;0,43;14;14;871
"584";"Arundinicola leucocephala";0,45;1;661;0,45;0,45;15;15;854,6
"585";"Arundinicola leucocephala";0,47;1;610;0,47;0,47;14;14;1,3
"586";"Arundinicola leucocephala";0,49;1;598;0,49;0,49;14;14;8,3
"587";"Arundinicola leucocephala";0,51;1;578;0,51;0,51;16;16;40,6
"588";"Arundinicola leucocephala";0,53;1;553;0,53;0,53;17;17;91,9
"589";"Arundinicola leucocephala";0,55;1;537;0,55;0,55;18;18;55
"590";"Arundinicola leucocephala";0,57;1;509;0,57;0,57;17;17;0
"591";"Arundinicola leucocephala";NA;2;17;0,61;0,61;7;7;0
"592";"Arundinicola leucocephala";NA;2;22;0,59;0,59;9;9;0
"593";"Arundinicola leucocephala";NA;5;7;0,63;0,63;3;3;0
"594";"Atlapetes personatus";0,23;1;877;0,23;0,23;11;11;428,8
"595";"Atlapetes personatus";0,25;1;867;0,25;0,25;12;12;25,9
"596";"Atlapetes personatus";0,27;1;853;0,27;0,27;12;12;16
"597";"Atlapetes personatus";0,29;1;839;0,29;0,29;11;11;19,7
"598";"Atlapetes personatus";0,31;1;806;0,31;0,31;11;11;2,8
"599";"Atlapetes personatus";0,33;1;796;0,33;0,33;13;13;152,1
"600";"Atlapetes personatus";0,35;1;783;0,35;0,35;13;13;6
"601";"Atlapetes personatus";0,37;1;769;0,37;0,37;16;16;34,4
"602";"Atlapetes personatus";0,39;1;751;0,39;0,39;16;16;18,6
"603";"Atlapetes personatus";0,41;1;723;0,41;0,41;15;15;8,2
"604";"Atlapetes personatus";0,43;1;689;0,43;0,43;14;14;687
"605";"Atlapetes personatus";0,45;1;661;0,45;0,45;15;15;659
"606";"Atlapetes personatus";NA;2;17;0,53;0,53;5;5;0
"607";"Atlapetes personatus";NA;2;19;0,51;0,47;4;4;0
"608";"Atticora fasciata";0,23;1;877;0,23;0,23;11;11;571,5
"609";"Atticora fasciata";0,25;1;867;0,25;0,25;12;12;570,4
"610";"Atticora fasciata";0,27;1;853;0,27;0,27;12;12;724,2
"611";"Atticora fasciata";0,29;1;839;0,29;0,29;11;11;591,7
"612";"Atticora fasciata";0,31;1;806;0,31;0,31;11;11;535,9
"613";"Atticora fasciata";0,33;1;796;0,33;0,33;13;13;543,1
"614";"Atticora fasciata";0,35;1;783;0,35;0,35;13;13;739,1
"615";"Atticora fasciata";0,37;1;769;0,37;0,37;16;16;711,4
"616";"Atticora fasciata";0,39;1;751;0,39;0,39;16;16;1180,5
"617";"Atticora fasciata";0,41;1;723;0,41;0,41;15;15;589,6
"618";"Atticora fasciata";0,43;1;689;0,43;0,43;14;14;480,9
"619";"Atticora fasciata";0,45;1;661;0,45;0,45;15;15;707
"620";"Atticora fasciata";0,47;1;610;0,47;0,47;14;14;504,3
"621";"Atticora fasciata";0,49;1;598;0,49;0,49;14;14;414,4
"622";"Atticora fasciata";0,51;1;578;0,51;0,51;16;16;788,4
"623";"Atticora fasciata";0,53;1;553;0,53;0,53;17;17;1023,1
"624";"Atticora fasciata";0,55;1;537;0,55;0,55;18;18;975,2
"625";"Atticora fasciata";0,57;1;509;0,57;0,57;17;17;466,5
"626";"Atticora fasciata";0,59;1;441;0,59;0,59;16;16;327,9
"627";"Atticora fasciata";0,61;1;413;0,61;0,61;17;17;469,7
"628";"Atticora fasciata";0,63;1;376;0,63;0,63;18;18;530,7
"629";"Atticora fasciata";0,65;1;356;0,65;0,65;20;20;551,2
"630";"Atticora fasciata";0,67;1;251;0,67;0,67;10;10;328,4
"631";"Atticora fasciata";0,69;1;226;0,69;0,69;12;12;368,4
"632";"Atticora fasciata";0,71;1;191;0,71;0,71;13;13;276,4
"633";"Atticora fasciata";NA;1;22;0,91;0,91;6;6;72
"634";"Atticora fasciata";NA;1;28;0,89;0,89;4;4;21
"635";"Atticora fasciata";NA;1;42;0,87;0,87;6;6;69,7
"636";"Atticora fasciata";NA;1;60;0,85;0,85;6;6;21,1
"637";"Atticora fasciata";NA;1;69;0,83;0,83;7;7;56,3
"638";"Atticora fasciata";NA;1;95;0,81;0,81;9;9;108,8
"639";"Atticora fasciata";NA;1;113;0,79;0,79;8;8;69,5
"640";"Atticora fasciata";NA;1;127;0,77;0,77;10;10;133,1
"641";"Atticora fasciata";NA;1;155;0,75;0,75;13;13;1076,4
"642";"Atticora fasciata";NA;1;168;0,73;0,73;13;13;331,4
"643";"Atticora tibialis";0,23;1;877;0,23;0,23;11;11;169,1
"644";"Atticora tibialis";0,25;1;867;0,25;0,25;12;12;89,8
"645";"Atticora tibialis";0,27;1;853;0,27;0,27;12;12;120,1
"646";"Atticora tibialis";0,29;1;839;0,29;0,29;11;11;69
"647";"Atticora tibialis";0,31;1;806;0,31;0,31;11;11;81,3
"648";"Atticora tibialis";0,33;1;796;0,33;0,33;13;13;117,1
"649";"Atticora tibialis";0,35;1;783;0,35;0,35;13;13;98,1
"650";"Atticora tibialis";0,37;1;769;0,37;0,37;16;16;131,3
"651";"Atticora tibialis";0,39;1;751;0,39;0,39;16;16;51
"652";"Atticora tibialis";0,41;1;723;0,41;0,41;15;15;43,7
"653";"Atticora tibialis";0,43;1;689;0,43;0,43;14;14;55,2
"654";"Atticora tibialis";0,45;1;661;0,45;0,45;15;15;30,7
"655";"Atticora tibialis";0,47;1;610;0,47;0,47;14;14;18,3
"656";"Atticora tibialis";0,49;1;598;0,49;0,49;14;14;22
"657";"Atticora tibialis";0,51;1;578;0,51;0,51;16;16;13,6
"658";"Atticora tibialis";0,53;1;553;0,53;0,53;17;17;7,7
"659";"Atticora tibialis";0,55;1;537;0,55;0,55;18;18;1,5
"660";"Atticora tibialis";0,57;1;509;0,57;0,57;17;17;1,1
"661";"Atticora tibialis";0,59;1;441;0,59;0,59;16;16;0
"662";"Attila bolivianus";0,23;1;877;0,23;0,23;11;11;498,7
"663";"Attila bolivianus";0,25;1;867;0,25;0,25;12;12;1038
"664";"Attila bolivianus";0,27;1;853;0,27;0,27;12;12;1033,4
"665";"Attila bolivianus";0,29;1;839;0,29;0,29;11;11;965,5
"666";"Attila bolivianus";0,31;1;806;0,31;0,31;11;11;1039,8
"667";"Attila bolivianus";0,33;1;796;0,33;0,33;13;13;873
"668";"Attila bolivianus";0,35;1;783;0,35;0,35;13;13;978,7
"669";"Attila bolivianus";0,37;1;769;0,37;0,37;16;16;575
"670";"Attila bolivianus";0,39;1;751;0,39;0,39;16;16;546,8
"671";"Attila bolivianus";0,41;1;723;0,41;0,41;15;15;346,5
"672";"Attila bolivianus";0,43;1;689;0,43;0,43;14;14;400,6
"673";"Attila bolivianus";0,45;1;661;0,45;0,45;15;15;300,8
"674";"Attila bolivianus";0,47;1;610;0,47;0,47;14;14;481,1
"675";"Attila bolivianus";0,49;1;598;0,49;0,49;14;14;448,7
"676";"Attila bolivianus";0,51;1;578;0,51;0,51;16;16;325,1
"677";"Attila bolivianus";0,53;1;553;0,53;0,53;17;17;392
"678";"Attila bolivianus";0,55;1;537;0,55;0,55;18;18;1,5
"679";"Attila bolivianus";0,57;1;509;0,57;0,57;17;17;5,7
"680";"Attila bolivianus";0,59;1;441;0,59;0,59;16;16;0
"681";"Attila cinnamomeus";0,23;1;877;0,23;0,23;11;11;460
"682";"Attila cinnamomeus";0,25;1;867;0,25;0,25;12;12;506,5
"683";"Attila cinnamomeus";0,27;1;853;0,27;0,27;12;12;537,9
"684";"Attila cinnamomeus";0,29;1;839;0,29;0,29;11;11;603,5
"685";"Attila cinnamomeus";0,31;1;806;0,31;0,31;11;11;636,7
"686";"Attila cinnamomeus";0,33;1;796;0,33;0,33;13;13;605,8
"687";"Attila cinnamomeus";0,35;1;783;0,35;0,35;13;13;918,1
"688";"Attila cinnamomeus";0,37;1;769;0,37;0,37;16;16;406,4
"689";"Attila cinnamomeus";0,39;1;751;0,39;0,39;16;16;583,3
"690";"Attila cinnamomeus";0,41;1;723;0,41;0,41;15;15;971,3
"691";"Attila cinnamomeus";0,43;1;689;0,43;0,43;14;14;760,1
"692";"Attila cinnamomeus";0,45;1;661;0,45;0,45;15;15;613,2
"693";"Attila cinnamomeus";0,47;1;610;0,47;0,47;14;14;710,4
"694";"Attila cinnamomeus";0,49;1;598;0,49;0,49;14;14;744,3
"695";"Attila cinnamomeus";0,51;1;578;0,51;0,51;16;16;241,1
"696";"Attila cinnamomeus";0,53;1;553;0,53;0,53;17;17;271,8
"697";"Attila cinnamomeus";0,55;1;537;0,55;0,55;18;18;557,5
"698";"Attila cinnamomeus";0,57;1;509;0,57;0,57;17;17;981,7
"699";"Attila cinnamomeus";0,59;1;441;0,59;0,59;16;16;517,3
"700";"Attila cinnamomeus";0,61;1;413;0,61;0,61;17;17;875,6
"701";"Attila cinnamomeus";0,63;1;376;0,63;0,63;18;18;91,2
"702";"Attila cinnamomeus";0,65;1;356;0,65;0,65;20;20;54,1
"703";"Attila cinnamomeus";0,67;1;251;0,67;0,67;10;10;36,4
"704";"Attila cinnamomeus";0,69;1;226;0,69;0,69;12;12;59,8
"705";"Attila cinnamomeus";0,71;1;191;0,71;0,71;13;13;14,4
"706";"Attila cinnamomeus";NA;1;60;0,85;0,85;6;6;0
"707";"Attila cinnamomeus";NA;1;69;0,83;0,83;7;7;0
"708";"Attila cinnamomeus";NA;1;95;0,81;0,81;9;9;24
"709";"Attila cinnamomeus";NA;1;113;0,79;0,79;8;8;15,6
"710";"Attila cinnamomeus";NA;1;127;0,77;0,77;10;10;55,6
"711";"Attila cinnamomeus";NA;1;155;0,75;0,75;13;13;41,6
"712";"Attila cinnamomeus";NA;1;168;0,73;0,73;13;13;17,5
"713";"Attila citriniventris";0,23;1;877;0,23;0,23;11;11;191,5
"714";"Attila citriniventris";0,25;1;867;0,25;0,25;12;12;312,3
"715";"Attila citriniventris";0,27;1;853;0,27;0,27;12;12;283,2
"716";"Attila citriniventris";0,29;1;839;0,29;0,29;11;11;82,5
"717";"Attila citriniventris";0,31;1;806;0,31;0,31;11;11;95,6
"718";"Attila citriniventris";0,33;1;796;0,33;0,33;13;13;111
"719";"Attila citriniventris";0,35;1;783;0,35;0,35;13;13;161,3
"720";"Attila citriniventris";0,37;1;769;0,37;0,37;16;16;127,4
"721";"Attila citriniventris";0,39;1;751;0,39;0,39;16;16;64,2
"722";"Attila citriniventris";0,41;1;723;0,41;0,41;15;15;93,1
"723";"Attila citriniventris";0,43;1;689;0,43;0,43;14;14;18,7
"724";"Attila citriniventris";0,45;1;661;0,45;0,45;15;15;17,2
"725";"Attila citriniventris";0,47;1;610;0,47;0,47;14;14;8,9
"726";"Attila citriniventris";0,49;1;598;0,49;0,49;14;14;9
"727";"Attila citriniventris";0,51;1;578;0,51;0,51;16;16;13,4
"728";"Attila citriniventris";0,53;1;553;0,53;0,53;17;17;4,6
"729";"Attila citriniventris";0,55;1;537;0,55;0,55;18;18;4,6
"730";"Attila citriniventris";0,57;1;509;0,57;0,57;17;17;0
"731";"Attila phoenicurus";0,23;1;877;0,23;0,23;11;11;72,6
"732";"Attila phoenicurus";0,25;1;867;0,25;0,25;12;12;28,3
"733";"Attila phoenicurus";0,27;1;853;0,27;0,27;12;12;47,3
"734";"Attila phoenicurus";0,29;1;839;0,29;0,29;11;11;37,3
"735";"Attila phoenicurus";0,31;1;806;0,31;0,31;11;11;21,8
"736";"Attila phoenicurus";0,33;1;796;0,33;0,33;13;13;9,2
"737";"Attila phoenicurus";0,35;1;783;0,35;0,35;13;13;0,7
"738";"Attila phoenicurus";0,37;1;769;0,37;0,37;16;16;0
"739";"Attila phoenicurus";0,39;1;751;0,39;0,39;16;16;0
"740";"Attila phoenicurus";0,41;1;723;0,41;0,41;15;15;0
"741";"Attila phoenicurus";0,43;1;689;0,43;0,43;14;14;0
"742";"Attila phoenicurus";0,45;1;661;0,45;0,45;15;15;0
"743";"Attila phoenicurus";0,47;1;610;0,47;0,47;14;14;0
"744";"Attila phoenicurus";0,49;1;598;0,49;0,49;14;14;0
"745";"Aulacorhynchus atrogularis";0,23;1;877;0,23;0,23;11;11;796,9
"746";"Aulacorhynchus atrogularis";0,25;1;867;0,25;0,25;12;12;1038,7
"747";"Aulacorhynchus atrogularis";0,27;1;853;0,27;0,27;12;12;346,6
"748";"Aulacorhynchus atrogularis";0,29;1;839;0,29;0,29;11;11;135,1
"749";"Aulacorhynchus atrogularis";0,31;1;806;0,31;0,31;11;11;367
"750";"Aulacorhynchus atrogularis";0,33;1;796;0,33;0,33;13;13;361,7
"751";"Aulacorhynchus atrogularis";0,35;1;783;0,35;0,35;13;13;806,8
"752";"Aulacorhynchus atrogularis";0,37;1;769;0,37;0,37;16;16;0
"753";"Aulacorhynchus atrogularis";0,39;1;751;0,39;0,39;16;16;0
"754";"Aulacorhynchus atrogularis";0,41;1;723;0,41;0,41;15;15;0
"755";"Aulacorhynchus atrogularis";0,43;1;689;0,43;0,43;14;14;0
"756";"Aulacorhynchus atrogularis";0,45;1;661;0,45;0,45;15;15;0
"757";"Aulacorhynchus atrogularis";0,47;1;610;0,47;0,47;14;14;0
"758";"Aulacorhynchus atrogularis";NA;16;2;0,59;0,55;1;1;0
"759";"Aulacorhynchus atrogularis";NA;17;2;0,57;0,57;1;1;0
"760";"Aulacorhynchus atrogularis";NA;18;2;0,61;0,49;1;1;0
"761";"Aulacorhynchus atrogularis";NA;19;2;0,53;0,51;1;1;0
"762";"Aulacorhynchus atrogularis";NA;20;2;0,63;0,63;1;1;0
"763";"Aulacorhynchus whitelianus";0,23;1;877;0,23;0,23;11;11;11,6
"764";"Aulacorhynchus whitelianus";0,25;1;867;0,25;0,25;12;12;27,6
"765";"Aulacorhynchus whitelianus";0,27;1;853;0,27;0,27;12;12;458,1
"766";"Aulacorhynchus whitelianus";0,29;1;839;0,29;0,29;11;11;560,1
"767";"Aulacorhynchus whitelianus";0,31;1;806;0,31;0,31;11;11;25,5
"768";"Aulacorhynchus whitelianus";0,33;1;796;0,33;0,33;13;13;124,3
"769";"Aulacorhynchus whitelianus";0,35;1;783;0,35;0,35;13;13;196
